Suburb,State,Latitude,Longitude
LOVELY BANKS,VIC,-38.053134,144.3277515
LOWANNA,NSW,-30.2135969,152.9028689
LOWER BEECHMONT,QLD,-28.0476195,153.2442523
LOWER PLENTY,VIC,-37.7388437,145.116224
LOWOOD,QLD,-27.4684925,152.5652517
LOXTON,SA,-34.4511348,140.5696644
LOXTON NORTH,SA,-34.4113532,140.6242264
LUCAS,VIC,-37.5521665,143.7696838
LUCAS HEIGHTS,NSW,-34.0516667,150.9847222
LUCINDALE,SA,-36.972322,140.3694674
LUDDENHAM,NSW,-33.8779831,150.6901151
LUDMILLA,NT,-12.4254275,130.851061
LUGARNO,NSW,-33.9823958,151.0450193
LURNEA,NSW,-33.9358333,150.8972222
LUTWYCHE,QLD,-27.420272,153.0345604
LYNBROOK,VIC,-38.0558639,145.2561128
LYNDHURST,VIC,-38.0685384,145.2307493
LYNDOCH,SA,-34.6012473,138.8882999
LYNEHAM,ACT,-35.239801,149.1307354
LYNWOOD,WA,-32.040138,115.928837
LYONS,ACT,-35.3405584,149.0739377
LYSTERFIELD,VIC,-37.9348771,145.3017588
MABUIAG ISLAND,QLD,-9.9578424,142.1795604
MACARTHUR,ACT,-35.4051323,149.1316729
MACARTHUR,VIC,-38.0449895,142.0433957
MACCLESFIELD,SA,-35.1718654,138.8360273
MACEDON,VIC,-37.4214267,144.5636447
MACGREGOR,ACT,-35.2097738,149.0110215
MACGREGOR,QLD,-27.5630665,153.0724342
MACHANS BEACH,QLD,-16.853397,145.7511415
MACKAY,QLD,-21.141956,149.1865149
MACKENZIE,QLD,-27.543318,153.1248543
MACKSVILLE,NSW,-30.7073143,152.9183972
MACLAGAN,QLD,-27.0569285,151.6809551
MACLEAN,NSW,-29.4566667,153.2011111
MACLEAY ISLAND,QLD,-27.6047765,153.3578073
MACLEOD,VIC,-37.72607,145.0691378
MACLEOD WEST,VIC,,
MACMASTERS BEACH,NSW,-33.4975,151.4161111
MACQUARIE,ACT,-35.2511133,149.0633056
MACQUARIE FIELDS,NSW,-33.9904477,150.8849303
MACQUARIE PARK,NSW,-33.7814961,151.1256747
MADDINGLEY,VIC,-37.6974706,144.4194664
MADDINGTON,WA,-32.0493729,115.982936
MADELEY,WA,-31.8120053,115.8252784
MADORA BAY,WA,-32.4685295,115.748503
MAFFRA,VIC,-37.9652474,146.9764384
MAGILL,SA,-34.9090724,138.6749971
MAGNETIC ISLAND,QLD,-19.1421421,146.8335486
MAGPIE,VIC,-37.6324345,143.8450622
MAHOGANY CREEK,WA,-31.90628,116.1354
MAIDA VALE,WA,-31.9630972,116.0273087
MAIDEN GULLY,VIC,-36.7558305,144.2075729
MAIDSTONE,VIC,-37.7819337,144.8741606
MAILORS FLAT,VIC,-38.2903527,142.4729928
MAITLAND,NSW,-32.7316683,151.5511123
MAITLAND,SA,-34.3739783,137.6730392
MAITLAND EAST,NSW,-32.7575206,151.5854642
MAJURA,ACT,-35.2751243,149.2101716
MALABAR,NSW,-33.9629779,151.2480171
MALAGA,WA,-31.8606948,115.894192
MALAK,NT,-12.3935613,130.9024071
MALANDA,QLD,-17.352837,145.5959372
MALDON,VIC,-36.9963144,144.0689457
MALENY,QLD,-26.756741,152.8424214
MALLACOOTA,VIC,-37.5603418,149.7569225
MALLALA,SA,-34.4376942,138.5103239
MALMSBURY,VIC,-37.1887679,144.38278
MALVERN,SA,-34.9591393,138.6125368
MALVERN,VIC,-37.8576088,145.0350666
MALVERN EAST,VIC,-37.876835,145.0658739
MAMBOURIN,VIC,-37.8908261,144.5947762
MANANGATANG,VIC,-35.0546525,142.8830435
MANDALAY,QLD,-20.270464,148.7366999
MANDURAH,WA,-32.5302495,115.7208782
MANGERTON,NSW,-34.4327778,150.8705556
MANGO HILL,QLD,-27.2394237,153.0346031
MANGROVE MOUNTAIN,NSW,-33.3009257,151.1915158
MANIFOLD HEIGHTS,VIC,-38.1374209,144.3337974
MANILDRA,NSW,-33.1845889,148.6929585
MANILLA,NSW,-30.7465571,150.7218323
MANINGRIDA,NT,-12.0571775,134.226992
MANJIMUP,WA,-34.2410278,116.1462983
MANLY,NSW,-33.7971937,151.2879845
MANLY,QLD,-27.453347,153.1840865
MANLY VALE,NSW,-33.7830838,151.2659938
MANLY WEST,QLD,-27.4619537,153.1692817
MANNERING PARK,NSW,-33.1539174,151.5380164
MANNING,WA,-32.013375,115.8698684
MANNINGHAM,SA,-34.8771946,138.6219464
MANNUM,SA,-34.9134482,139.3125775
MANOORA,QLD,-16.9172775,145.7366683
MANOR LAKES,VIC,-37.8686285,144.5950127
MANSFIELD,QLD,-27.5328955,153.103156
MANSFIELD,VIC,-37.0521238,146.0881576
MANSFIELD PARK,SA,-34.8565683,138.5518395
MANUNDA,QLD,-16.9196785,145.7497173
MAPLETON,QLD,-26.628843,152.8611681
MAPOON,QLD,-12.096602,141.8485423
MARANGAROO,WA,-31.8291339,115.8375096
MARAYLYA,NSW,-33.5913984,150.9221281
MARAYONG,NSW,-33.7491667,150.8919444
MARDEN,SA,-34.8925643,138.6347392
MARDI,NSW,-33.29,151.4094444
MAREEBA,QLD,-16.9932257,145.4224301
MARGARET RIVER,WA,-33.9531776,115.0769369
MARGATE,QLD,-27.244011,153.1074473
MARGATE,TAS,-43.0262978,147.26109
MARIAN,QLD,-21.165139,148.954136
MARIBYRNONG,VIC,-37.7695144,144.8902049
MARINO,SA,-35.0499168,138.5153326
MARION,SA,-35.0261988,138.5459021
MARKS POINT,NSW,-33.0594444,151.6511111
MARLESTON,SA,-34.9453435,138.5616289
MARLOW LAGOON,NT,-12.498405,130.964515
MARMION,WA,-31.8415256,115.7564401
MARONG,VIC,-36.7363173,144.1333965
MAROOCHYDORE,QLD,-26.6556523,153.0946684
MAROUBRA,NSW,-33.9453441,151.2456824
MAROUBRA JUNCTION,NSW,-33.9367326,151.238508
MARRARA,NT,-12.3979277,130.8790753
MARRARA ,NT,-12.3979277,130.8790753
MARRICKVILLE,NSW,-33.9104,151.1560775
MARRYATVILLE,SA,-34.9284327,138.6459965
MARSDEN,QLD,-27.6755473,153.103837
MARSDEN PARK,NSW,-33.6956552,150.8147975
MARSFIELD,NSW,-33.7777956,151.1032015
MARULAN,NSW,-34.7111747,150.0064012
MARYBOROUGH,QLD,-25.537583,152.7019182
MARYBOROUGH,VIC,-37.0467582,143.7375721
MARYBOROUGH WEST,QLD,-25.502478,152.6655247
MARYLAND,NSW,-32.8788889,151.6636111
MARYSVILLE,VIC,-37.5222245,145.818266
MARYVILLE,NSW,-32.9113889,151.7552778
MASCOT,NSW,-33.9289562,151.1951782
MATHOURA,NSW,-35.8150004,144.901111
MATRAVILLE,NSW,-33.9639325,151.2334198
MAUDSLAND,QLD,-27.9411875,153.279222
MAWSON,ACT,-35.3633679,149.0988944
MAWSON LAKES,SA,-34.8104796,138.6111791
MAYFIELD,NSW,-32.8983333,151.7344444
MAYFIELD EAST,NSW,-32.8983333,151.7497222
MAYFIELD WEST,NSW,-32.890084,151.7262824
MAYLANDS,SA,-34.9112777,138.6367026
MAYLANDS,WA,-31.9345383,115.8985445
MAYS HILL,NSW,-33.8205758,150.9884915
MCDOWALL,QLD,-27.3819605,152.9932246
MCGRATHS HILL,NSW,-33.615,150.8344444
MCKELLAR,ACT,-35.2174626,149.0770321
MCKINNON,VIC,-37.9114854,145.0380898
MCLAREN FLAT,SA,-35.205776,138.5852975
MCLAREN VALE,SA,-35.2172617,138.5416998
MCMAHONS POINT,NSW,-33.8443387,151.2027957
MEADOW HEIGHTS,VIC,-37.6511668,144.9185521
MEADOW SPRINGS,WA,-32.4964034,115.7553179
MEADOWBANK,NSW,-33.8174993,151.0884249
MEADOWBROOK,QLD,-27.665651,153.1437949
MEADOWS,SA,-35.1801216,138.7629692
MEANDARRA,QLD,-27.310696,149.8620623
MEDINA,WA,-32.2339888,115.8063972
MEDINDIE,SA,-34.8973232,138.604937
MEDOWIE,NSW,-32.7316667,151.8511111
MEENIYAN,VIC,-38.5804096,146.0098087
MELBA,ACT,-35.2100744,149.0541275
MELBOURNE,VIC,-37.8142454,144.9631732
MELBOURNE AIRPORT,VIC,-37.6667554,144.8288501
MELROSE,SA,-32.8265904,138.1875684
MELROSE PARK,NSW,-33.8153435,151.0733298
MELROSE PARK,SA,-34.9852656,138.5786976
MELTON,VIC,-37.6835714,144.5828446
MELTON SOUTH,VIC,-37.7060279,144.5717723
MELTON WEST,VIC,-37.6798651,144.5528895
MELVILLE,WA,-32.0430965,115.8180525
MENAI,NSW,-34.014811,151.0164823
MENANGLE PARK,NSW,-34.10877,150.749015
MENDOORAN,NSW,-31.8222961,149.1212085
MENINDEE,NSW,-32.3922289,142.4162971
MENINGIE,SA,-35.6891286,139.3364722
MENORA,WA,-31.9205353,115.8608616
MENTONE,VIC,-37.9827733,145.065798
MENZIES CREEK,VIC,-37.9190646,145.4068204
MER ISLAND,QLD,-9.917051,144.0508223
MERBEIN,VIC,-34.167621,142.0581482
MEREDITH,VIC,-37.8436639,144.0754653
MEREWETHER,NSW,-32.9475708,151.7454773
MEREWETHER HEIGHTS,NSW,-32.9469149,151.7317937
MERIDAN PLAINS,QLD,-26.7625195,153.0861881
MERIMBULA,NSW,-36.8882027,149.909846
MERINGANDAN,QLD,-27.4245587,151.9185188
MERLYNSTON,VIC,-37.72093,144.9613325
MERMAID BEACH,QLD,-28.048387,153.4365469
MERMAID WATERS,QLD,-28.052458,153.4218922
MERNDA,VIC,-37.6025021,145.1009024
MERREDIN,WA,-31.4813329,118.2779117
MERRIGUM,VIC,-36.365101,145.1541743
MERRIMAC,QLD,-28.0514674,153.3739972
MERRIWA,WA,-31.6656152,115.7125031
MERRYLANDS,NSW,-33.8350765,150.9860379
MERRYLANDS WEST,NSW,-33.8359501,150.9681261
METFORD,NSW,-32.7661165,151.6099995
MIAMI,QLD,-28.069175,153.4350824
MICHELAGO,NSW,-35.715,149.1677778
MICKLEHAM,VIC,-37.5344793,144.9120372
MIDDLE DURAL,NSW,-33.6367412,151.0127369
MIDDLE PARK,QLD,-27.5534017,152.9211696
MIDDLE PARK,VIC,-37.8511511,144.9620399
MIDDLE SWAN,WA,-31.8599389,116.0180672
MIDDLEMOUNT,QLD,-22.8102933,148.7011426
MIDDLETON GRANGE,NSW,-33.9147154,150.8423882
MIDLAND,WA,-31.8890099,116.002453
MIDVALE,WA,-31.8863833,116.0268514
MIDWAY POINT,TAS,-42.8031724,147.53242
MILDURA,VIC,-34.195274,142.1503146
MILDURA SOUTH,VIC,-34.2066794,142.1207262
MILE END,SA,-34.9263377,138.5711113
MILES,QLD,-26.7296445,150.1520205
MILIKAPITI,NT,-11.4220626,130.6741662
MILINGIMBI,NT,-12.10003,134.9144336
MILL PARK,VIC,-37.6641334,145.0642681
MILLARS WELL,WA,-20.7304085,116.8180987
MILLER,NSW,-33.9205556,150.8805556
MILLERS POINT,NSW,-33.8591,151.2042529
MILLGROVE,VIC,-37.7515012,145.6612026
MILLICENT,SA,-37.5949379,140.3526512
MILLMERRAN,QLD,-27.878577,151.2542015
MILLNER,NT,-12.3908239,130.8634702
MILLTHORPE,NSW,-33.4470177,149.1830272
MILPERRA,NSW,-33.9388237,150.9846424
MILSONS POINT,NSW,-33.8471255,151.2115234
MILTON,NSW,-35.3169793,150.4375645
MILTON,QLD,-27.4694745,153.0055297
MIMILI,SA,-27.0071006,132.7082941
MINCHINBURY,NSW,-33.7866731,150.8272222
MINDARIE,WA,-31.6897332,115.7091824
MINDEN,QLD,-27.547714,152.5468594
MINERS REST,VIC,-37.4845541,143.8029124
MINGENEW,WA,-29.143437,115.4690526
MINLATON,SA,-34.7712228,137.5955872
MINMI,NSW,-32.8794277,151.6180731
MINNAMURRA,NSW,-34.6280742,150.8563805
MINTO,NSW,-34.0316667,150.8511111
MINYAMA,QLD,-26.6960685,153.1221217
MINYERRI,NT,-15.2216204,134.0818899
MINYIP,VIC,-36.4612399,142.5871266
MIRANDA,NSW,-34.0335434,151.1037193
MIRANI,QLD,-21.16494,148.8730156
MIRBOO NORTH,VIC,-38.4009793,146.1589628
MIRRABOOKA,NSW,-33.1100762,151.5552138
MIRRABOOKA,WA,-31.8629562,115.8642381
MISSION BEACH,QLD,-17.8672345,146.1071778
MITCHAM,SA,-35.0064455,138.6266488
MITCHAM,VIC,-37.8180929,145.1928003
MITCHELL PARK,SA,-35.0050596,138.5623283
MITCHELLS FLAT,NSW,-32.5485,151.2846
MITCHELTON,QLD,-27.4116762,152.9759985
MITTA MITTA,VIC,-36.625397,147.3283168
MITTAGONG,NSW,-34.4500664,150.4473469
MOA ISLAND,QLD,-10.188419,142.2623759
MOAMA,NSW,-36.1054404,144.758824
MODBURY,SA,-34.8338962,138.6851156
MODBURY HEIGHTS,SA,-34.8120502,138.6823423
MODBURY NORTH,SA,-34.8231427,138.6811612
MOE,VIC,-38.177049,146.2619888
MOGGILL,QLD,-27.583271,152.8879225
MOGO,NSW,-35.7830222,150.1426078
MOIL,NT,-12.3888649,130.8810864
MOLENDINAR,QLD,-27.97371,153.362347
MOLESWORTH,TAS,-42.804903,147.1552599
MOLLYMOOK,NSW,-35.3418893,150.4704386
MOLLYMOOK BEACH,NSW,-35.3230556,150.4744444
MOLONG,NSW,-33.0923817,148.8638613
MONA VALE,NSW,-33.6769931,151.3029577
MONASH,ACT,-35.4157378,149.0906903
MONASH,SA,-34.2376497,140.5575459
MONBULK,VIC,-37.8741771,145.4286024
MONT ALBERT,VIC,-37.8175479,145.1075721
MONT ALBERT NORTH,VIC,-37.8033152,145.1107226
MONTAGU BAY,TAS,-42.8648999,147.3552529
MONTELLO,TAS,-41.0575087,145.8956325
MONTEREY,NSW,-33.9720137,151.1480392
MONTMORENCY,VIC,-37.7189715,145.1256231
MONTMORENCY SOUTH,VIC,-37.725549,145.1294528
MONTO,QLD,-24.838632,151.1093424
MONTROSE,VIC,-37.8106247,145.3421513
MOOLAP,VIC,-38.1802637,144.4249159
MOOLOOLABA,QLD,-26.6852565,153.1131849
MOOLOOLAH,QLD,-26.7658274,152.9631605
MOOLOOLAH VALLEY,QLD,-26.762675,152.9679691
MOONAH,TAS,-42.8429874,147.2970752
MOONEE BEACH,NSW,-30.2059311,153.1521065
MOONEE PONDS,VIC,-37.765935,144.9192614
MOONTA,SA,-34.0675469,137.5894365
MOORA,WA,-30.6416311,116.0076376
MOORABBIN,VIC,-37.9343919,145.0368952
MOORAK,SA,-37.8677606,140.6863441
MOORE PARK BEACH,QLD,-24.7020585,152.2228434
MOOREBANK,NSW,-33.9332633,150.949686
MOOROOBOOL,QLD,-16.934932,145.7308832
MOOROODUC,VIC,-38.2431787,145.1153474
MOOROOKA,QLD,-27.5357999,153.0201543
MOOROOLBARK,VIC,-37.784697,145.3131856
MOOROOPNA,VIC,-36.3944882,145.360182
MOOROOPNA NORTH,VIC,-36.3250746,145.3015497
MORANBAH,QLD,-22.0030414,148.0432658
MORAYFIELD,QLD,-27.1102549,152.948924
MORDIALLOC,VIC,-38.0067174,145.0875658
MOREE,NSW,-29.4617202,149.8407153
MORELAND,VIC,-37.7543466,144.9618416
MORGAN,SA,-34.0340563,139.667962
MORIAC,VIC,-38.2452578,144.1725521
MORISSET,NSW,-33.1090883,151.4879121
MORLEY,WA,-31.8934573,115.9030854
MORNINGSIDE,QLD,-27.4615955,153.0754455
MORNINGTON,TAS,-42.8595379,147.4035924
MORNINGTON,VIC,-38.2202151,145.0411089
MORNINGTON ISLAND,QLD,-16.5625647,139.3406409
MORNINGTON SOUTH,VIC,-38.1705002,145.0953511
MORPETH,NSW,-32.7261111,151.6316667
MORPHETT VALE,SA,-35.1207525,138.5239735
MORPHETTVILLE,SA,-34.9846034,138.5430906
MORTDALE,NSW,-33.9672997,151.0721865
MORTLAKE,NSW,-33.8410416,151.1061114
MORTLAKE,VIC,-38.0583765,142.7926562
MORUYA,NSW,-35.9098127,150.0820002
MORVEN,QLD,-26.482916,147.1301211
MORWELL,VIC,-38.2363218,146.3977575
MOSMAN,NSW,-33.8301355,151.2447663
MOSMAN PARK,WA,-32.0178686,115.7637593
MOSS VALE,NSW,-34.5486089,150.37271
MOSSMAN,QLD,-16.4614455,145.3726649
MOULAMEIN,NSW,-35.0885559,144.0379924
MOULDEN,NT,-12.507182,130.9725805
MOUNT ANNAN,NSW,-34.0628307,150.7576322
MOUNT BARKER,SA,-35.0641302,138.8586385
MOUNT BARKER,WA,-34.6220807,117.6641727
MOUNT BEAUTY,VIC,-36.7487,147.2287534
MOUNT BURR,SA,-37.5417752,140.4576143
MOUNT CLAREMONT,WA,-31.9644405,115.7820352
MOUNT CLEAR,VIC,-37.60353,143.8729042
MOUNT COLAH,NSW,-33.6719686,151.1145291
MOUNT COMPASS,SA,-35.3481504,138.6205654
MOUNT COOLUM,QLD,-26.5633925,153.0861274
MOUNT COTTON,QLD,-27.6189675,153.2203359
MOUNT COTTRELL,VIC,-37.7858441,144.6243883
MOUNT CROSBY,QLD,-27.5324115,152.7905343
MOUNT DANDENONG,VIC,-37.8361703,145.3509803
MOUNT DRUITT,NSW,-33.7705556,150.8205556
MOUNT DUNEED,VIC,-38.2316529,144.3170763
MOUNT EDGERTTON,VIC,,
MOUNT ELIZA,VIC,-38.1837759,145.0892789
MOUNT EVELYN,VIC,-37.7873186,145.3883037
MOUNT GAMBIER,SA,-37.8301386,140.7842627
MOUNT GARNET,QLD,-17.641608,145.0714294
MOUNT GRAVATT,QLD,-27.5386205,153.0729375
MOUNT GRAVATT EAST,QLD,-27.529695,153.0847231
MOUNT HAWTHORN,WA,-31.9216585,115.8328474
MOUNT HELEN,VIC,-37.6269635,143.8872341
MOUNT HUNTER,NSW,-34.1021419,150.6099496
MOUNT HUTTON,NSW,-32.9816667,151.6705556
MOUNT ISA,QLD,-20.7289898,139.4931522
MOUNT KEMBLA,NSW,-34.4421839,150.8067132
MOUNT KURING-GAI,NSW,-33.6531707,151.1368681
MOUNT LAWLEY,WA,-31.9281981,115.8767714
MOUNT LOUISA,QLD,-19.276349,146.7383639
MOUNT MACEDON,VIC,-37.3902615,144.5907413
MOUNT MARTHA,VIC,-38.2754676,145.0307737
MOUNT NASURA,WA,-32.1378332,116.0276574
MOUNT NEBO,QLD,-27.3752485,152.7790189
MOUNT OMMANEY,QLD,-27.5454425,152.9323715
MOUNT OUSLEY,NSW,-34.400779,150.8803636
MOUNT PETER,QLD,-17.061219,145.739182
MOUNT PLEASANT,NSW,-34.3957397,150.868208
MOUNT PLEASANT,QLD,-27.1648516,152.7834819
MOUNT PLEASANT,SA,-34.7755477,139.0479358
MOUNT PLEASANT,VIC,-37.581746,143.8550686
MOUNT PLEASANT,WA,-32.028214,115.8489476
MOUNT PRITCHARD,NSW,-33.9027189,150.9031488
MOUNT RIVERVIEW,NSW,-33.7316997,150.6307053
MOUNT SAINT THOMAS,NSW,-34.4409695,150.8720529
MOUNT SAMSON,QLD,-27.2995025,152.8475099
MOUNT SHERIDAN,QLD,-16.988912,145.7313514
MOUNT STUART,TAS,-42.8727699,147.3013927
MOUNT SURPRISE,QLD,-18.2283835,144.3936552
MOUNT TARCOOLA,WA,-28.7959525,114.6246094
MOUNT VERNON,NSW,-33.8566667,150.8094444
MOUNT VICTORIA,NSW,-33.591599,150.2562321
MOUNT WARREN PARK,QLD,-27.7307865,153.2051975
MOUNT WARRIGAL,NSW,-34.5483333,150.8427778
MOUNT WAVERLEY,VIC,-37.8752637,145.1281258
MOUNTAIN CREEK,QLD,-26.6998495,153.1013488
MOURA,QLD,-24.4882245,149.9418209
MOURILYAN,QLD,-17.5746875,146.0551112
MOWBRAY HEIGHTS,TAS,-41.4009559,147.1301949
MOYHU,VIC,-36.599321,146.3853743
MOYSTON,VIC,-37.301764,142.7663831
MT BARKER,SA,-35.0641302,138.8586385
MT ISA,QLD,-20.7289898,139.4931522
MT NATHAN,QLD,-27.9801695,153.2654056
MT NELSON,TAS,-42.924716,147.3263248
MT WARREN PARK,QLD,-27.7307865,153.2051975
MUCKLEFORD,VIC,-37.0542355,144.147931
MUDGEE,NSW,-32.5980702,149.5886383
MUDGEERABA,QLD,-28.0831267,153.3585354
MUDJIMBA,QLD,-26.618555,153.0966687
MUIRHEAD,NT,-12.3582139,130.8950256
MUKINBUDIN,WA,-30.6361807,118.2949197
MULGOA,NSW,-33.8371562,150.6504013
MULGRAVE,VIC,-37.9261741,145.1723107
MULLALOO,WA,-31.777283,115.7427465
MULLAWAY,NSW,-30.0771092,153.1997265
MULLION CREEK,NSW,-33.1395763,149.1203908
MULLUMBIMBY,NSW,-28.5483333,153.5011111
MULLUMBIMBY CREEK,NSW,-28.5599261,153.4640872
MULWALA,NSW,-35.9869152,146.0026789
MUNDAMIA,NSW,-34.8966667,150.5641667
MUNDARING,WA,-31.883877,116.1940677
MUNDIJONG,WA,-32.2958316,115.9851981
MUNDINGBURRA,QLD,-19.2977765,146.786092
MUNDUBBERA,QLD,-25.5843445,151.3043305
MUNGINDI,NSW,-28.9776232,148.9906581
MUNNO PARA,SA,-34.6655937,138.6900298
MUNNO PARA WEST,SA,-34.6572412,138.6697638
MUNSTER,WA,-32.1439552,115.8012822
MURARRIE,QLD,-27.44912,153.1060534
MURCHISON,VIC,-36.625922,145.1812294
MURDOCH,WA,-32.0664255,115.8504737
MURGON,QLD,-26.2441735,151.936075
MURRABIT,VIC,-35.5285977,143.9558953
MURRAY BRIDGE,SA,-35.1309451,139.2651638
MURRIN BRIDGE,NSW,-33.2148489,146.3719425
MURRUMBA DOWNS,QLD,-27.2645498,153.0065013
MURRUMBATEMAN,NSW,-34.9684976,149.0280817
MURRUMBEENA,VIC,-37.890315,145.0675972
MURRUMBURRAH,NSW,-34.5474637,148.319807
MURTOA,VIC,-36.6194331,142.4678219
MURWILLUMBAH,NSW,-28.3267617,153.3971541
MUSGRAVE HILL,QLD,-27.9602163,153.4002452
MUSWELLBROOK,NSW,-32.4881159,150.516408
MYAREE,WA,-32.0428897,115.8194409
MYLOR,SA,-35.0424606,138.7591513
MYRNIONG,VIC,-37.586025,144.3046203
MYRRHEE,VIC,-36.744227,146.3048256
MYRTLE BANK,SA,-34.9605623,138.6337941
MYRTLEFORD,VIC,-36.5609628,146.7236797
MYSTERTON,QLD,-19.28711,146.7939051
Macquarie Park,NSW,-33.7814961,151.1256747
Maroubra,NSW,-33.9453441,151.2456824
Melonba,NSW,-33.6980014,150.7953576
Moora,WA,-30.6416311,116.0076376
Moree,NSW,-29.4617202,149.8407153
NABIAC,NSW,-32.0987126,152.3774012
NAGAMBIE,VIC,-36.791516,145.2139895
NAILSWORTH,SA,-34.884366,138.6061811
NAIRNE,SA,-35.0364036,138.9095876
NAKARA,NT,-12.3688543,130.8765972
NAMBOUR,QLD,-26.6257326,152.959953
NAMBUCCA HEADS,NSW,-30.6449458,152.9924524
NANA GLEN,NSW,-30.1368672,153.0051697
NANANGO,QLD,-26.6764195,151.9851744
NANGILOC,VIC,-34.4773938,142.3613347
NANGWARRY,SA,-37.5440745,140.8175564
NANNUP,WA,-33.9784295,115.7637655
NAPOLEONS,VIC,-37.6788613,143.8273429
NAPPERBY,SA,-33.1547735,138.1158917
NAPRANUM,QLD,-12.5375595,142.2685206
NAR NAR GOON,VIC,-38.08215,145.5702129
NARACOORTE,SA,-36.9575267,140.7413543
NARANGBA,QLD,-27.2027145,152.9592212
NARANGBA VALLEY,QLD,-27.1856648,152.9341032
NARARA,NSW,-33.3955556,151.3355556
NARELLAN,NSW,-34.0419063,150.7376955
NARELLAN VALE,NSW,-34.0524175,150.7446725
NAREMBEEN,WA,-32.0633415,118.3947639
NAREMBURN,NSW,-33.8172735,151.2012204
NAROOMA,NSW,-36.2190152,150.1317243
NARRABEEN,NSW,-33.7135699,151.2978164
NARRABRI,NSW,-30.3278407,149.5571542
NARRABUNDAH,ACT,-35.3356919,149.1492215
NARRANDERA,NSW,-34.5926463,146.7000438
NARRAWEENA,NSW,-33.7502066,151.2741566
NARRE WARREN,VIC,-38.0275167,145.3037691
NARRE WARREN EAST,VIC,-37.9627116,145.361856
NARRE WARREN NORTH,VIC,-37.9813391,145.3129016
NARRE WARREN SOUTH,VIC,-38.05439,145.3028513
NARROGIN,WA,-32.9341978,117.1778676
NARROMINE,NSW,-32.2317016,147.9528517
NARWEE,NSW,-33.9455556,151.0694444
NASHDALE,NSW,-33.2818,149.0179
NATHALIA,VIC,-36.0578072,145.207485
NATHAN,QLD,-27.548511,153.0523165
NATIMUK,VIC,-36.741498,141.9421055
NEBO,QLD,-21.654475,148.8221815
NEDLANDS,WA,-31.9799209,115.8057167
NEERIM SOUTH,VIC,-38.010049,145.994065
NELLY BAY,QLD,-19.1562434,146.8480475
NELSON BAY,NSW,-32.7218138,152.1440889
NELSONS PLAINS,NSW,-32.715,151.7177778
NEMINGHA,NSW,-31.1212156,150.9888808
NERANG,QLD,-27.977545,153.3124432
NERRINA,VIC,-37.538454,143.8921943
NETLEY,SA,-34.9493622,138.5492002
NEUTRAL BAY,NSW,-33.8342887,151.2182049
NEW FARM,QLD,-27.466589,153.0469363
NEW GISBORNE,VIC,-37.4607243,144.5984451
NEW LAMBTON,NSW,-32.9277778,151.7108333
NEW LAMBTON HEIGHTS,NSW,-32.9262186,151.6983396
NEW NORFOLK,TAS,-42.7801998,147.0615332
NEW PORT,SA,-34.8447946,138.4968013
NEW TOWN,TAS,-42.8588009,147.3058753
NEWBOROUGH,VIC,-38.1828876,146.2908043
NEWCASTLE,NSW,-32.9192953,151.7795348
NEWCASTLE WEST,NSW,-32.9286111,151.76
NEWCOMB,VIC,-38.1631764,144.39533
NEWHAM,VIC,-37.298171,144.6114808
NEWHAVEN,VIC,-38.5150092,145.3607644
NEWINGTON,NSW,-33.8342301,151.0558716
NEWINGTON,VIC,-37.564199,143.8277574
NEWMAN,WA,-23.357394,119.7331631
NEWMARKET,QLD,-27.434827,153.0073505
NEWNHAM,TAS,-41.3889704,147.124029
NEWPORT,NSW,-33.6591061,151.3164331
NEWPORT,QLD,-27.2124695,153.0858426
NEWPORT,VIC,-37.8423064,144.8835622
NEWPORT BEACH,NSW,-33.6543313,151.3232103
NEWSTEAD,TAS,-41.4406956,147.1614933
NEWSTEAD,VIC,-37.1072778,144.0624913
NEWTON,SA,-34.8820277,138.6824021
NEWTOWN,NSW,-33.8961132,151.1801893
NEWTOWN,QLD,-27.5553505,151.9304111
NEWTOWN,VIC,-38.1539124,144.3350959
NGUIU,NT,-11.7625858,130.6321091
NGUKURR,NT,-14.732635,134.7432914
NGUNNAWAL,ACT,-35.1727896,149.1114681
NHILL,VIC,-36.3331297,141.6492931
NHULUNBUY,NT,-12.1804346,136.7759913
NIAGARA PARK,NSW,-33.3816667,151.3511111
NICHOLLS,ACT,-35.1871606,149.0964814
NICHOLSON,VIC,-37.807368,147.7478344
NIDDRIE,VIC,-37.7397699,144.8847881
NIGHTCLIFF,NT,-12.3831222,130.8492011
NILMA,VIC,-38.1711312,145.9672035
NIMBIN,NSW,-28.5940455,153.2229752
NIMMITABEL,NSW,-36.511266,149.2841202
NINGI,QLD,-27.0617509,153.07864
NIRIMBA,QLD,-26.816817,153.0508737
NIRIMBA FIELDS,NSW,-33.7180087,150.8714368
NOARLUNGA,SA,-35.1500622,138.4698986
NOARLUNGA CENTRE,SA,-35.1412781,138.4954718
NOARLUNGA DOWNS,SA,-35.1478279,138.5019583
NOBLE PARK,VIC,-37.9664597,145.1761147
NOBLE PARK NORTH,VIC,-37.9512702,145.1908377
NOLLAMARA,WA,-31.8804371,115.843598
NOOSAVILLE,QLD,-26.4248421,153.05751
NORANDA,WA,-31.8745262,115.9177788
NORAVILLE,NSW,-33.2643752,151.5581978
NORDS WHARF,NSW,-33.1371952,151.6044491
NORLANE,VIC,-38.0918861,144.3536879
NORMAN GARDENS,QLD,-23.3261245,150.5388877
